OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,MonitoringLocationIdentifier,ResultIdentifier,CharacteristicName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100462,USGS-03497300,NWIS-63897516,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100462,USGS-03497300,NWIS-63897517,Silver,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100462,USGS-03497300,NWIS-63897519,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100462,USGS-03497300,NWIS-63897520,Zinc,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497773,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497777,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497778,Organic Nitrogen,Historical Lower Reporting Limit,0.18,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497779,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497780,Phosphate-phosphorus,Historical Lower Reporting Limit,0.031,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497781,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.37,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-44497782,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.6,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014893,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014896,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014899,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014900,Nitrite,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014901,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014973,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014980,Arsenic,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014982,Beryllium,Historical Lower Reporting Limit,0.50,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014983,Cadmium,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014984,Chromium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014985,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014989,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014991,Mercury,Historical Lower Reporting Limit,0.1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014992,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014993,Nickel,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014994,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66014995,Silver,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100645,USGS-03497300,NWIS-66015068,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292703,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292704,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292774,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292775,Organic Nitrogen,Historical Lower Reporting Limit,0.20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292776,Organic Nitrogen,Historical Lower Reporting Limit,0.20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292777,Phosphate-phosphorus,Historical Lower Reporting Limit,0.031,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292778,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.32,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-43292779,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.4,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059362,Fluoride,Historical Lower Reporting Limit,0.1,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059371,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059372,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059373,Ammonia and ammonium,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059447,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059450,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059451,Nitrite,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059455,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059456,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059463,Alpha particle,Historical Lower Reporting Limit,0.60,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059466,Alpha particle,Historical Lower Reporting Limit,0.6,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059541,Gross-Uranium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059542,Gross-Uranium,Historical Lower Reporting Limit,0.01,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059545,Alpha particle,Historical Lower Reporting Limit,0.6,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059546,Beta particle,Historical Lower Reporting Limit,0.6,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99100844,USGS-03497300,NWIS-64059547,Beta particle,Historical Lower Reporting Limit,0.6,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292880,Nitrate,Historical Lower Reporting Limit,0.050,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292881,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292882,Organic Nitrogen,Historical Lower Reporting Limit,0.17,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292883,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292884,Phosphate-phosphorus,Historical Lower Reporting Limit,0.031,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292885,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.25,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-43292953,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.1,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091465,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091471,Inorganic nitrogen (nitrate and nitrite),Historical Lower Reporting Limit,0.05,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091472,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091473,Nitrite,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091474,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091540,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091543,Fecal Coliform,Historical Lower Reporting Limit,1,cfu/100ml,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091547,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091549,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091551,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091552,Nickel,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091553,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091554,Silver,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200020,USGS-03497300,NWIS-64091556,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-43292971,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-43292972,Organic Nitrogen,Historical Lower Reporting Limit,0.18,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-43292973,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.40,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-43292974,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.8,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-64111937,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200182,USGS-03497300,NWIS-64111945,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44501964,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44501968,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44502036,Organic Nitrogen,Historical Lower Reporting Limit,0.19,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44502037,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44502038,Phosphate-phosphorus,Historical Lower Reporting Limit,0.031,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44502039,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.32,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-44502040,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.4,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094333,Fluoride,Historical Lower Reporting Limit,0.1,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094420,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094421,Ammonia and ammonium,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094426,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094427,Nitrite,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094428,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094429,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094430,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094431,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094437,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094521,Lithium,Historical Lower Reporting Limit,4.00,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094523,Molybdenum,Historical Lower Reporting Limit,10.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094524,Nickel,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094525,Selenium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094526,Silver,Historical Lower Reporting Limit,1.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094528,Vanadium,Historical Lower Reporting Limit,6.0,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094530,Alpha particle,Historical Lower Reporting Limit,0.60,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094533,Alpha particle,Historical Lower Reporting Limit,0.6,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094538,Gross-Uranium,Historical Lower Reporting Limit,1,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094539,Gross-Uranium,Historical Lower Reporting Limit,0.01,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094624,Alpha particle,Historical Lower Reporting Limit,0.6,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094625,Beta particle,Historical Lower Reporting Limit,0.6,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200288,USGS-03497300,NWIS-66094626,Beta particle,Historical Lower Reporting Limit,0.6,pCi/L,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293229,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293230,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293234,Nitrite,Historical Lower Reporting Limit,0.033,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293235,Organic Nitrogen,Historical Lower Reporting Limit,0.20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293300,Orthophosphate,Historical Lower Reporting Limit,0.031,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293301,Phosphate-phosphorus,Historical Lower Reporting Limit,0.031,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293302,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.36,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-43293303,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,1.6,mg/l NO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141618,Kjeldahl nitrogen,Historical Lower Reporting Limit,0.20,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141619,Ammonia and ammonium,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141620,Ammonia and ammonium,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141623,Nitrite,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141624,Nitrite,Historical Lower Reporting Limit,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141625,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141626,Orthophosphate,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141688,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141689,Phosphorus,Historical Lower Reporting Limit,0.01,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141693,Aluminum,Historical Lower Reporting Limit,10,ug/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.99200615,USGS-03497300,NWIS-64141695,Cobalt,Historical Lower Reporting Limit,3.0,ug/l,NWIS
